budget_code,budget_name,hromada_name,hromada_code,raion_name,raion_code,oblast_name,oblast_name_en,oblast_code,region_en,region_code_en,year,income_total,income_transfert,income_military,income_pdfo,income_unified_tax,income_property_tax,income_excise_duty,income_corporate_tax,income_parking_fee,income_tourist_fee,income_eco_tax,income_non_tax,income_capital_proceedings,income_special_funds,income_rent,income_own,own_income_prop,transfert_prop,military_tax_prop,pdfo_prop,unified_tax_prop,property_tax_prop,excise_duty_prop,corporate_tax_own_prop,parking_fee_own_prop,tourist_fee_own_prop,eco_tax_own_prop,non_tax_own_prop,capital_proceedings_own_prop,special_funds_own_prop,excise_duty_own_prop,pdfo_own_prop,unified_tax_own_prop,property_tax_own_prop,rent_own_prop,own_income_change,own_prop_change,own_income_change_net,total_income_change_net,total_income_change,own_income_no_mil_change_YoY_jan_feb,own_income_no_mil_change_YoY_mar_apr,own_income_no_mil_change_YoY_mar_may,own_income_no_mil_change_YoY_jun_aug,own_income_no_mil_change_YoY_jul_sep,own_income_no_mil_change_YoY_oct_jan,own_income_no_mil_change_YoY_oct_dec,own_income_no_mil_change_YoY_may_feb,own_income_no_mil_change_YoY_adapt,income_own_full_year,own_income_prop_full_year,recovery_month_distance,diversification_income_score,count_recovery,recovery_month_distance_2
0353200000,Бюджет Копачівської сільської територіальної громади,Копачівська,UA07080150000089103,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2022,49962472.62,31008702,0,10762258,2729820.42,3452791.9,634693.64,0,0,0,8166.53,584651.59,0,213357,568031.54,18953770.619999997,0.3794,0.6206,0,0.2154,0.0546,0.0691,0.0127,0,0,0,4e-4,0.0308,0,0.0113,0.0335,0.5678,0.144,0.1822,0.03,0.11,0.07020000000000004,1878355.1999999955,-5265887.830000006,-0.1,37.464206258192625,19.283718403589223,17.92647285877409,6.59993895027855,14.26342989542908,-0.10314408253383478,1.6581225054425497,7.658165400709893,-5.020288508160142,18953770.62,0.3793601402427949,0,3785.284199999999,7,4
0354500000,Бюджет Ківерцівської міської територіальної громади,Ківерцівська,UA07080110000043895,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2021,259090224.86,138581385.85,2634012.34,67175395.41,16305480.31,14719824.79,6704869.75,78136.56,0,19647,81178.77,10610837.82,2843927.23,0,1969541.3699999999,120508839.01000002,0.4651,0.5349,0.0102,0.2593,0.0629,0.0568,0.0259,6e-4,0,2e-4,7e-4,0.0881,0.0236,0,0.0556,0.5574,0.1353,0.1221,0.0163,NA,NA,NA,NA,NA,29.22348963743606,-15.371473754214982,-12.505996988305156,9.30736965637431,2.1722371805987795,3.0581299722071575,5.093856765211191,0.6898741717696666,17.54371093481376,120508839.00999999,0.4651230631148559,5,3553.2008000000005,2,NA
0354500000,Бюджет Ківерцівської міської територіальної громади,Ківерцівська,UA07080110000043895,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2022,465075546.90999997,111093214.48,232539425.35,304923363.98,17785599.32,15109738.74,5361098.11,128823.43000000001,0,13988.95,66890.81,5316201,1050006.28,0,4226621.8100000005,353982332.42999995,0.7611,0.2389,0.5,0.6556,0.0382,0.0325,0.0115,4e-4,0,0,2e-4,0.015,0.003,0,0.0151,0.8614,0.0502,0.0427,0.0119,1.94,0.296,233473493.41999993,205985322.04999995,0.8,29.22348963743606,-15.371473754214982,-12.505996988305156,9.30736965637431,2.1722371805987795,3.0581299722071575,5.093856765211191,0.6898741717696666,17.54371093481376,353982332.43,0.7611286699158611,5,7468.155,2,NA
0355100000,Бюджет Луцької міської територіальної громади,Луцька,UA07080170000013585,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2021,2858759776.27,758734486.5,88522136.72,1337903515.34,272920239.12,185994448.19,138056878.67,4658924.11,142553.91,993451.87,1024991.27,143459823.57,13107717.34,875211.54,887534.84,2100025289.77,0.7346,0.2654,0.031,0.468,0.0955,0.0651,0.0483,0.0022,1e-4,5e-4,5e-4,0.0683,0.0062,4e-4,0.0657,0.6371,0.13,0.0886,4e-4,NA,NA,NA,NA,NA,32.945024345729394,-11.883581226069683,-8.288659053240687,10.110773144100005,14.926667731950861,14.686717506826907,13.470811151635086,12.20042887391568,26.810248958020544,2100025289.77,0.7345931292310375,9,4396.717000000001,3,NA
0355100000,Бюджет Луцької міської територіальної громади,Луцька,UA07080170000013585,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2022,3121807923.43,567716985.49,325452557.8,1693624568.24,330448735.32,199105066.36,150516041.05,740150.5,186970,1123515.72,1126387.79,134167214.55,39668911.76,1931167.46,1452209.19,2554090937.9399996,0.8181,0.1819,0.1043,0.5425,0.1059,0.0638,0.0482,3e-4,1e-4,4e-4,4e-4,0.0525,0.0155,8e-4,0.0589,0.6631,0.1294,0.078,6e-4,0.22,0.08350000000000002,454065648.1699996,263048147.15999985,0.09,32.945024345729394,-11.883581226069683,-8.288659053240687,10.110773144100005,14.926667731950861,14.686717506826907,13.470811151635086,12.20042887391568,26.810248958020544,2554090937.94,0.8181448060179703,9,4689.9674,3,NA
0355200000,Бюджет Мар'янівської селищної територіальної громади,Мар’янівська,UA07080190000072811,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2021,78127639.06,55239304,0,11783521.83,4864046.9,4195040.85,228334.24,396,0,0,69717.95,675685.7999999999,39185,680960.17,351446.32,22888335.060000002,0.293,0.707,0,0.1508,0.0623,0.0537,0.0029,0,0,0,0.003,0.0295,0.0017,0.0298,0.01,0.5148,0.2125,0.1833,0.0154,NA,NA,NA,NA,NA,67.7846467759128,3.683862064152099,8.328977202269572,0.38158239689032314,5.921803976249462,34.384419151649716,56.57403994955325,20.25138879936039,2.237941912097363,22888335.060000002,0.292960792561802,0,3456.4436,6,0
0355200000,Бюджет Мар'янівської селищної територіальної громади,Мар’янівська,UA07080190000072811,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2022,77833985.4,48709664,0,13157441.03,5042332,6020459.26,247194.8,172,0,0,-49010.56,870500.07,3584688.56,4666,245878.24,29124321.400000006,0.3742,0.6258,0,0.169,0.0648,0.0774,0.0032,0,0,0,-0.0017,0.0299,0.1231,2e-4,0.0085,0.4518,0.1731,0.2067,0.0084,0.27,0.0812,6235986.340000004,-293653.6599999964,-0,67.7846467759128,3.683862064152099,8.328977202269572,0.38158239689032314,5.921803976249462,34.384419151649716,56.57403994955325,20.25138879936039,2.237941912097363,29124321.4,0.37418514868955943,0,2929.3453999999997,6,0
0356300000,Бюджет Олицької селищної територіальної громади,Олицька,UA07080210000090779,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2021,106373233.32000001,68700866.8,0,20553521.11,5193751.43,6359671.7,2926288.37,0,0,0,22149.710000000003,1533932.77,0,125669.58,957381.85,37672366.52000001,0.3542,0.6458,0,0.1932,0.0488,0.0598,0.0275,0,0,0,6e-4,0.0407,0,0.0033,0.0777,0.5456,0.1379,0.1688,0.0254,NA,NA,NA,NA,NA,102.59558195997482,-31.29412669538223,-27.05806994039287,-22.625231266161848,-28.002795284986437,2.4225792088211184,11.916700045544214,-9.737601786627547,3.2913314103957916,37672366.52,0.3541526880796332,8,3528.9423999999995,4,NA
0356300000,Бюджет Олицької селищної територіальної громади,Олицька,UA07080210000090779,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2022,96469160.49,58891199.36,0,19478223.72,5181290.71,8720655.09,1607075.07,4437,0,0,24464.42,1082259.51,0,183156.47,1296399.14,37577961.129999995,0.3895,0.6105,0,0.2019,0.0537,0.0904,0.0167,1e-4,0,0,7e-4,0.0288,0,0.0049,0.0428,0.5183,0.1379,0.2321,0.0345,-0,0.0353,-94405.3900000155,-9904072.830000013,-0.09,102.59558195997482,-31.29412669538223,-27.05806994039287,-22.625231266161848,-28.002795284986437,2.4225792088211184,11.916700045544214,-9.737601786627547,3.2913314103957916,37577961.13,0.3895334108758553,8,3442.075,4,NA
0354600000,Бюджет Підгайцівської сільської територіальної громади,Підгайцівська,UA07080230000046097,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2021,300922011.07,78782142.91,0,150506387.2,26570256.52,10330164.19,22304610.6,0,0,58090.630000000005,28489.6,11745907.43,412651,0,183310.99,222139868.16,0.7382,0.2618,0,0.5002,0.0883,0.0343,0.0741,0,0,3e-4,1e-4,0.0529,0.0019,0,0.1004,0.6775,0.1196,0.0465,8e-4,NA,NA,NA,NA,NA,31.59049045392248,-14.31010494072672,-10.901869137658249,1.5580628191091295,-2.02435775239449,4.8382669023063984,-6.17216374655608,-2.955805867591177,12.28574718833223,222139868.16,0.7381974730599756,10,4883.5494,2,NA
0354600000,Бюджет Підгайцівської сільської територіальної громади,Підгайцівська,UA07080230000046097,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2022,301450132.16,80808882.08,0,155562683.17000002,31073891.77,8405535.42,10605909.85,2040,0,104413.5,38543.49,13150614.35,1467178,0,230440.53,220641250.08000004,0.7319,0.2681,0,0.516,0.1031,0.0279,0.0352,0,0,5e-4,2e-4,0.0596,0.0066,0,0.0481,0.705,0.1408,0.0381,0.001,-0.01,-0.006299999999999972,-1498618.0799999535,528121.0900000334,0,31.59049045392248,-14.31010494072672,-10.901869137658249,1.5580628191091295,-2.02435775239449,4.8382669023063984,-6.17216374655608,-2.955805867591177,12.28574718833223,220641250.08,0.7319328357862214,10,5242.1087,2,NA
0356500000,Бюджет Рожищенської міської територіальної громади,Рожищенська,UA07080250000053335,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2021,241607423.64000002,131351369.38,1403343.07,62967216.010000005,15452176.33,14989999.67,5081750.42,56739.6,0,0,55972.29,10026485.78,459987.35,0,1165726.81,110256054.26000002,0.4563,0.5437,0.0058,0.2606,0.064,0.062,0.021,5e-4,0,0,5e-4,0.0909,0.0042,0,0.0461,0.5711,0.1401,0.136,0.0106,NA,NA,NA,NA,NA,27.044607671017463,-16.732956803495156,-11.560851981532794,4.565577360133277,21.47938157252336,18.12971111177093,15.413794210135311,12.15823701079164,38.212338376018515,110256054.26,0.4563438184096685,4,3746.853800000001,5,NA
0356500000,Бюджет Рожищенської міської територіальної громади,Рожищенська,UA07080250000053335,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2022,245811960.38,119301727.03,6456351.77,73153949.82,14564050.4,17197182.44,3925710.9899999998,66301,0,0,61456.079999999994,16302749.85,107577.41,0,1131255.36,126510233.35,0.5147,0.4853,0.0263,0.2976,0.0592,0.07,0.016,5e-4,0,0,5e-4,0.1289,9e-4,0,0.031,0.5782,0.1151,0.1359,0.0089,0.15,0.05840000000000006,16254179.089999974,4204536.73999998,0.02,27.044607671017463,-16.732956803495156,-11.560851981532794,4.565577360133277,21.47938157252336,18.12971111177093,15.413794210135311,12.15823701079164,38.212338376018515,126510233.35,0.5146626435688003,4,3836.0958000000005,5,NA
0354100000,Бюджет Торчинської селищної територіальної громади,Торчинська,UA07080270000067148,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2021,129717706.73,69795841.86,0,38567531.68,6944207.33,7237434.69,2223049.49,0,0,7790,36263.5,4745682.86,0,5080,154825.32,59921864.870000005,0.4619,0.5381,0,0.2973,0.0535,0.0558,0.0171,0,0,1e-4,6e-4,0.0792,0,1e-4,0.0371,0.6436,0.1159,0.1208,0.0026,NA,NA,NA,NA,NA,29.50145851796009,-17.154844100360545,1.9662435279564239,-2.69988649258297,-5.187853595680925,14.074980702495775,10.496831571080634,10.737722720637244,11.966990504679622,59921864.87,0.46194051976823747,2,4498.9584,4,NA
0354100000,Бюджет Торчинської селищної територіальної громади,Торчинська,UA07080270000067148,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2022,125599856.53,54716927.6,6981623.13,50312897.37,6661644.05,7326952.6,1785417.59,0,0,1110,34526.2,4265391.03,113428.2,5760,375801.89,70882928.93,0.5644,0.4356,0.0556,0.4006,0.053,0.0583,0.0142,0,0,0,5e-4,0.0602,0.0016,1e-4,0.0252,0.7098,0.094,0.1034,0.0053,0.18,0.10250000000000004,10961064.060000002,-4117850.200000003,-0.03,29.50145851796009,-17.154844100360545,1.9662435279564239,-2.69988649258297,-5.187853595680925,14.074980702495775,10.496831571080634,10.737722720637244,11.966990504679622,70882928.93,0.5643551743474273,2,5276.055,4,NA
0352400000,Бюджет Цуманської селищної територіальної громади,Цуманська,UA07080290000088287,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2021,152490157.99,106730774.86,1002654.26,29679976,7260914.74,2960478.55,858694.73,9776,0,8415,14502.9,1700146.7,234359.3,118300,2913819.14,45759383.13000001,0.3001,0.6999,0.0066,0.1946,0.0476,0.0194,0.0056,2e-4,0,2e-4,3e-4,0.0372,0.0051,0.0026,0.0188,0.6486,0.1587,0.0647,0.0637,NA,NA,NA,NA,NA,22.43989730516851,-14.395909344158786,-15.515644642826377,9.860337090683547,13.281092014368756,-3.376174345822136,-5.339723448461853,1.9759488406841497,27.67700135852754,45759383.13,0.3000808952732596,4,4518.239599999999,2,NA
0352400000,Бюджет Цуманської селищної територіальної громади,Цуманська,UA07080290000088287,Луцький,UA07080000000034745,Волинська,Vonyn,UA07000000000024379,West,W,2022,152072973.38,106450602.09,226943.91,31310574.79,7070374.19,3531728.1,1049705.08,0,0,11738,35595.14,1616521.28,0,60000,936134.71,45622371.28999999,0.3,0.7,0.0015,0.2059,0.0465,0.0232,0.0069,0,0,3e-4,8e-4,0.0354,0,0.0013,0.023,0.6863,0.155,0.0774,0.0205,-0,-9.999999999998899e-5,-137011.84000001848,-417184.6100000143,-0,22.43989730516851,-14.395909344158786,-15.515644642826377,9.860337090683547,13.281092014368756,-3.376174345822136,-5.339723448461853,1.9759488406841497,27.67700135852754,45622371.29,0.30000315161852464,4,5028.080299999999,2,NA
0250300000,Бюджет Іллінецької міської територіальної громади,Іллінецька,UA05020090000067118,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2021,242453764.06,79892103.89,1040681.96,116459567.47,19675518.21,14471149.87,3568802.34,73409,0,0,163334.38999999998,7487327.08,183509.75,82617,396425.06,162561660.17000002,0.6705,0.3295,0.0043,0.4803,0.0812,0.0597,0.0147,5e-4,0,0,0.001,0.0461,0.0011,5e-4,0.022,0.7164,0.121,0.089,0.0024,NA,NA,NA,NA,NA,32.746112067224956,-6.168475520443706,-4.325043071165291,-4.68850309485661,-3.108326586251964,9.3870356489149,10.778303566101544,1.1135449179791035,3.060148934191742,162561660.17000002,0.6704851986945062,10,5384.0288,1,NA
0250300000,Бюджет Іллінецької міської територіальної громади,Іллінецька,UA05020090000067118,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2022,237491167.85999998,60681871.33,7223358.74,132964051.31,19592155.85,14769719.51,3018737.52,21900,0,0,302909.85000000003,5610967.89,0,2817,526037.6,176809296.52999997,0.7445,0.2555,0.0304,0.5599,0.0825,0.0622,0.0127,1e-4,0,0,0.0017,0.0317,0,0,0.0171,0.752,0.1108,0.0835,0.003,0.09,0.07400000000000007,14247636.359999955,-4962596.200000018,-0.02,32.746112067224956,-6.168475520443706,-4.325043071165291,-4.68850309485661,-3.108326586251964,9.3870356489149,10.778303566101544,1.1135449179791035,3.060148934191742,176809296.53,0.7444878818997948,10,5860.530900000002,1,NA
0254700000,Бюджет Агрономічної сільської територіальної громади,Агрономічна,UA05020010000053508,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2021,89100846.79,39280880.3,1121945.55,26905554.18,13297558.18,4076217.49,1651729.52,0,0,0,3322.04,3778574.09,0,97207,9803.99,49819966.49000001,0.5591,0.4409,0.0126,0.302,0.1492,0.0457,0.0185,0,0,0,1e-4,0.0758,0,0.002,0.0332,0.5401,0.2669,0.0818,2e-4,NA,NA,NA,NA,NA,-2.1247191638528173,-33.973121104305726,-28.77787984644896,3.909637201726568,-7.615367796176075,-6.760537968334623,-17.20536479225716,-7.740883282646472,26.357753308129652,49819966.489999995,0.5591413357430787,3,3764.8675000000007,2,NA
0254700000,Бюджет Агрономічної сільської територіальної громади,Агрономічна,UA05020010000053508,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2022,82607599.56,32027294.5,7863351.61,29907770.69,14253049.82,3290720.51,482658.95,0,0,0,2533.68,1711004.21,769733.03,136402.7,26431.47,50580305.06,0.6123,0.3877,0.0952,0.362,0.1725,0.0398,0.0058,0,0,0,1e-4,0.0338,0.0152,0.0027,0.0095,0.5913,0.2818,0.0651,5e-4,0.02,0.053199999999999914,760338.5699999928,-6493247.230000004,-0.07,-2.1247191638528173,-33.973121104305726,-28.77787984644896,3.909637201726568,-7.615367796176075,-6.760537968334623,-17.20536479225716,-7.740883282646472,26.357753308129652,50580305.06,0.6122960275980691,3,4347.559700000001,2,NA
0250800000,Бюджет Вороновицької селищної територіальної громади,Вороновицька,UA05020050000066991,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2021,126916087.37,53728394.89,417622.58,43737475.94,9905693.25,10582280.27,6254358.62,1829,0,7462.77,70123.08,1351305.77,0,979455.36,297708.42,73187692.48,0.5767,0.4233,0.0033,0.3446,0.078,0.0834,0.0493,0,0,1e-4,0.001,0.0185,0,0.0134,0.0855,0.5976,0.1353,0.1446,0.0041,NA,NA,NA,NA,NA,13.925772288648353,-16.04553126205117,-14.74844869395272,-3.1977524455524042,-6.121167869258515,11.129815367805085,6.101696967489234,6.163024479257784,9.924363392792657,73187692.48,0.5766620607097274,10,4041.740800000001,2,NA
0250800000,Бюджет Вороновицької селищної територіальної громади,Вороновицька,UA05020050000066991,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2022,134626382.34,55920980,6901509.7700000005,46492780.73,9972655.98,14864395.27,3381314.48,0,0,660,47801.14,1553748.6099999999,2087790.82,179581.44,124673.87,78705402.34,0.5846,0.4154,0.0513,0.3453,0.0741,0.1104,0.0251,0,0,0,6e-4,0.0197,0.0265,0.0023,0.043,0.5907,0.1267,0.1889,0.0016,0.08,0.007900000000000018,5517709.859999999,7710294.969999999,0.06,13.925772288648353,-16.04553126205117,-14.74844869395272,-3.1977524455524042,-6.121167869258515,11.129815367805085,6.101696967489234,6.163024479257784,9.924363392792657,78705402.34,0.5846209410962918,10,4036.0758,2,NA
0253600000,Бюджет Вінницької міської територіальної громади,Вінницька,UA05020030000031457,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2021,4909594030.7,941544638.82,211649413.85,2381707606.37,637865405.22,331875234.75,266744585.83,979477.12,0,1922516.98,2103014.18,252171146.43,81947383.45,10262024.55,470997,3968049391.8799996,0.8082,0.1918,0.0431,0.4851,0.1299,0.0676,0.0543,2e-4,0,5e-4,5e-4,0.0636,0.0207,0.0026,0.0672,0.6002,0.1608,0.0836,1e-4,NA,NA,NA,NA,NA,27.42996477545139,-11.372757080283591,-6.971542012001186,5.632229123663435,7.049315867918393,3.130360293292722,-1.038495142809348,3.723220964433094,18.422072948201986,3968049391.88,0.8082235246066249,10,4020.8222999999994,2,NA
0253600000,Бюджет Вінницької міської територіальної громади,Вінницька,UA05020030000031457,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2022,5735142140.24,853657062.09,957821480.53,3218059584.2,699241271.4399999,364633748.51,274495263.16,718928.84,0,2122224.03,2631918.73,268732592.71,36535316.05,13658084.28,610895.96,4881485078.15,0.8512,0.1488,0.167,0.5611,0.1219,0.0636,0.0479,1e-4,0,4e-4,5e-4,0.0551,0.0075,0.0028,0.0562,0.6592,0.1432,0.0747,1e-4,0.23,0.04299999999999993,913435686.27,825548109.54,0.17,27.42996477545139,-11.372757080283591,-6.971542012001186,5.632229123663435,7.049315867918393,3.130360293292722,-1.038495142809348,3.723220964433094,18.422072948201986,4881485078.15,0.8511532859664613,10,4668.8993,2,NA
0253300000,Бюджет Гніванської міської територіальної громади,Гніванська,UA05020070000010139,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2021,185455087.93,80474354.15,3451492.16,53797244.19,13919021.23,19890130.8,6016810.7,17154,0,986.15,87856.87000000001,7903528.23,1729663.17,54000,1564338.44,104980733.78,0.5661,0.4339,0.0186,0.2901,0.0751,0.1073,0.0324,2e-4,0,0,8e-4,0.0753,0.0165,5e-4,0.0573,0.5124,0.1326,0.1895,0.0149,NA,NA,NA,NA,NA,33.50835146276865,-32.56627632242821,-28.762311065523704,-16.59653846999435,-17.668287042969354,-20.413706489605833,-16.045990995426706,-19.461826935669347,14.897989279458855,104980733.78,0.5660709282865561,18,3252.7333,0,NA
0253300000,Бюджет Гніванської міської територіальної громади,Гніванська,UA05020070000010139,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2022,213260016.08,61522783.22,63683875.63,110639673.94,13812038.51,14774862.69,4417433.82,31897.18,0,0,93504.75,5870164.3,1151279,0,946378.67,151737232.86,0.7115,0.2885,0.2986,0.5188,0.0648,0.0693,0.0207,2e-4,0,0,6e-4,0.0387,0.0076,0,0.0291,0.7292,0.091,0.0974,0.0062,0.45,0.14539999999999997,46756499.08000001,27804928.150000006,0.15,33.50835146276865,-32.56627632242821,-28.762311065523704,-16.59653846999435,-17.668287042969354,-20.413706489605833,-16.045990995426706,-19.461826935669347,14.897989279458855,151737232.86,0.7115128079286976,18,5519.0306,0,NA
0255700000,Бюджет Липовецької міської територіальної громади,Липовецька,UA05020110000052014,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2021,195429149.38,70031295.94,1932603.11,69007318.23,22030841.58,21165134.38,4783710.21,21684,0,0,81221.54,7795892.28,317248.06,0,194803.16,125397853.44,0.6417,0.3583,0.0099,0.3531,0.1127,0.1083,0.0245,2e-4,0,0,6e-4,0.0622,0.0025,0,0.0381,0.5503,0.1757,0.1688,0.0016,NA,NA,NA,NA,NA,38.503639264010125,-13.416978452270223,-9.271068844159991,-0.7418039966254453,-0.5742137910613287,43.11014713350445,11.655637353759051,18.206014755739975,12.842764661208895,125397853.44,0.6416537852097568,10,3675.2112000000006,1,NA
0255700000,Бюджет Липовецької міської територіальної громади,Липовецька,UA05020110000052014,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2022,204438656.61,62829151.59,10017115.18,86366874.91,21694157.25,23265542.74,3300175.93,16770,0,0,90005.31,6610784.26,171258,29044,64892.619999999995,141609505.02,0.6927,0.3073,0.049,0.4225,0.1061,0.1138,0.0161,1e-4,0,0,6e-4,0.0467,0.0012,2e-4,0.0233,0.6099,0.1532,0.1643,5e-4,0.13,0.050999999999999934,16211651.580000013,9009507.23000002,0.05,38.503639264010125,-13.416978452270223,-9.271068844159991,-0.7418039966254453,-0.5742137910613287,43.11014713350445,11.655637353759051,18.206014755739975,12.842764661208895,141609505.02,0.6926747972627465,10,4251.6837000000005,1,NA
0253000000,Бюджет Лука-Мелешківської сільської територіальної громади,Лука-Мелешківська,UA05020150000074651,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2021,107194590.16,52715955.81,0,25411395.42,10641791.15,4987156.92,8837211.73,3947,0,4370.85,10106.64,4246137.35,0,244322.28999999998,92195,54478634.349999994,0.5082,0.4918,0,0.2371,0.0993,0.0465,0.0824,1e-4,0,1e-4,2e-4,0.0779,0,0.0045,0.1622,0.4664,0.1953,0.0915,0.0017,NA,NA,NA,NA,NA,31.088929905717745,-25.14551835400485,-18.255822296773072,22.193782236712202,24.407265618023754,-11.500494125206707,-18.721595495291055,0.01824338055915753,49.55278397202861,54478634.35,0.5082218633298985,4,2964.4086,3,4
0253000000,Бюджет Лука-Мелешківської сільської територіальної громади,Лука-Мелешківська,UA05020150000074651,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2022,105193059.66,50800052.11,0,27863427.82,13699776.04,6157931.3,3760467.46,0,0,7162.5,11312.27,2717183.62,0,5152.3,170594.24,54393007.55,0.5171,0.4829,0,0.2649,0.1302,0.0585,0.0357,0,0,1e-4,2e-4,0.05,0,1e-4,0.0691,0.5123,0.2519,0.1132,0.0031,-0,0.008900000000000019,-85626.79999999702,-2001530.5,-0.02,31.088929905717745,-25.14551835400485,-18.255822296773072,22.193782236712202,24.407265618023754,-11.500494125206707,-18.721595495291055,0.01824338055915753,49.55278397202861,54393007.550000004,0.5170779110884929,4,3459.9401000000003,3,4
0254100000,Бюджет Літинської селищної територіальної громади,Літинська,UA05020130000056031,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2021,214575330.8,94815903.49,3380979.3,67770440.45,17640758.62,9275768.040000001,16313551.5,200,0,0,87906.28,5169178.89,2585315,120515,795793.53,119759427.31000002,0.5581,0.4419,0.0158,0.3158,0.0822,0.0432,0.076,0,0,0,7e-4,0.0432,0.0216,0.001,0.1362,0.5659,0.1473,0.0775,0.0066,NA,NA,NA,NA,NA,19.588480842682856,-10.375819423570787,-4.9434529329541395,-9.917437023931164,3.145799889804013,1.8372934632405746,-0.11284947703947834,-0.778963342473693,13.5216193133748,119759427.31,0.5581229998038525,11,3688.3107999999993,1,NA
0254100000,Бюджет Літинської селищної територіальної громади,Літинська,UA05020130000056031,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2022,199444507.05,73607955.96,9801371.61,80819990.9,17640048.94,10352386.3,8030450.76,6504,0,0,86838.2,6208253.75,1736982.6300000001,406044,549051.61,125836551.09000002,0.6309,0.3691,0.0491,0.4052,0.0884,0.0519,0.0403,1e-4,0,0,7e-4,0.0493,0.0138,0.0032,0.0638,0.6423,0.1402,0.0823,0.0044,0.05,0.07279999999999998,6077123.780000001,-15130823.75,-0.07,19.588480842682856,-10.375819423570787,-4.9434529329541395,-9.917437023931164,3.145799889804013,1.8372934632405746,-0.11284947703947834,-0.778963342473693,13.5216193133748,125836551.09,0.6309351556042265,11,4456.8073,1,NA
0250600000,Бюджет Немирівської міської територіальної громади,Немирівська,UA05020170000049432,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2021,270875482.56,90846888.85,2893931.68,96143008.86,23456209.59,29129746.82,15959378.57,1939,0,0,98408.70999999999,13354610.1,1112260.06,0,773032,180028593.71,0.6646,0.3354,0.0107,0.3549,0.0866,0.1075,0.0589,0,0,0,5e-4,0.0742,0.0062,0,0.0886,0.534,0.1303,0.1618,0.0043,NA,NA,NA,NA,NA,6.427542321567525,-20.198013948186354,-14.47074743978961,-18.204199147578105,-11.911264739566052,10.557249609679475,10.930880757225058,0.9121690501090907,8.286749208620302,180028593.71,0.6646175283513264,9,3417.0762,2,NA
0250600000,Бюджет Немирівської міської територіальної громади,Немирівська,UA05020170000049432,Вінницький,UA05020000000026686,Вінницька,Vinnytsia,UA05000000000010236,Center,C,2022,264540645.8,78844452.62,14110688.74,112026954.71,23800284.41,28405766.99,11190230.64,665,0,0,107938.6,8897551.07,316667.9,0,950133.86,185696193.18,0.702,0.298,0.0533,0.4235,0.09,0.1074,0.0423,0,0,0,6e-4,0.0479,0.0017,0,0.0603,0.6033,0.1282,0.153,0.0051,0.03,0.03739999999999999,5667599.469999999,-6334836.75999999,-0.02,6.427542321567525,-20.198013948186354,-14.47074743978961,-18.204199147578105,-11.911264739566052,10.557249609679475,10.930880757225058,0.9121690501090907,8.286749208620302,185696193.18,0.7019571325927413,9,4097.4888,2,NA
